小区名称,小区低密度租金,小区多层租金,小区高层租金,地址,行政区,街道,地理坐标
越众越海家园（商品住房）,0.00000000000,0.00000000000,102.00000000000,福田区紫竹六道64号,福田区,香蜜湖街道,"0106000020C3110000010000000103000000010000000B000000005D6D45FD851E41F41FD22FFB054341301136BCEB871E41A089B0D107064341901804D623881E4184514955DC05434130BB278FAB881E41E8FBA919DF054341908785DAC2881E41F441CFA6DF054341706FF085ED881E4120F46C56C7054341D03B4E11B5881E41D83D7930C2054341A0DFBE8E72861E41ACD85FE6B6054341D0E76AEB6B861E415839B400B9054341106822ECF6851E41AC1C5A2CFB054341005D6D45FD851E41F41FD22FFB054341"
富通蟠龙居,0.00000000000,67.00000000000,65.00000000000,宝安区西乡大道与新城大道交汇处南侧,宝安区,西乡街道,"0106000020C31100000100000001030000000100000012000000908EE47274AA1D4170CE88EA850E4341D0B3597536AA1D415CD3BC9B870E434140E17A54D1A91D41840D4F7F8B0E4341305EBA0970A71D4194F606579E0E4341D0E53F64B1A71D412C6519A2A60E4341F073B5D550A81D410CD7A310B80E434130A9131089A91D4140575B41B00E4341606666A6F0AA1D41A4923AD1A90E4341A001BC45DDAB1D41806ABC0CA40E434140F1630C37AC1D41845149DDA00E4341308941602CAE1D4150D191546A0E434100BC0552D0AD1D4184C0CA916D0E4341106822AC64AD1D41B8DA8ABD700E4341702497FF80AC1D414082E2E7760E434160D3BCE391AC1D4130E6AEC5790E4341901F63AEE5AA1D41DC460380820E434110C7BA389FAA1D41E4A59B8C840E4341908EE47274AA1D4170CE88EA850E4341"
碧岭华庭,0.00000000000,0.00000000000,71.00000000000,罗湖区太白路4068号,罗湖区,东晓街道,"0106000020C311000001000000010300000001000000100000005052272034471F41388941F86C0F4341C0490C4259481F41A835CD034A0F43410012143FA9481F41B4A6792F4A0F434110BE3059AC481F41B4EA7375330F434160F5B91AE8471F41D066D537370F434120E483DEC7471F418095436B2F0F4341209E5EA91C471F41141DC90D2F0F4341D0DEE04B24471F4194B20C71480F4341C098BB16D0461F41CCA145A6490F4341C0CAA1C5FA441F41F05A423E490F434140E8D9AC2D451F417446948E5D0F4341E03D79585B451F41DC4603286B0F4341D019519AEF441F411873D792790F4341E04F8DD7DE451F41EC9E3CAC950F434140D8F0F466461F4118B7D170850F43415052272034471F41388941F86C0F4341"
悦城花园一期,40.00000000000,0.00000000000,0.00000000000,龙岗区吉祥中路与盘龙路交汇处东侧,龙岗区,龙城街道,"0106000020C3110000010000000103000000010000000A000000482575429D002041C442AD21533043412063EEDA8B002041105839147730434140FAEDAB76002041FC3A70267D3043417814AEE703002041E4141DA97C304341603255D004002041B8408242B53043412041F163B5012041D000DE1AB7304341888EE4B2BD012041A0F8315E3D304341D044D830290120414C7B83973E304341A0D6348F1B01204118D9CEF753304341482575429D002041C442AD2153304341"
碧海富通城二期,0.00000000000,0.00000000000,70.00000000000,宝安区共乐路与西乡大道交汇处北侧,宝安区,西乡街道,"0106000020C311000001000000010300000001000000080000004072F90FF5981D41C4FEB25B7D0D4341D034EFF8549A1D418C28EDCD560D4341104FAF14039B1D4164EE5ABA430D434120B0722834991D41782D215F030D4341704F1ED654971D41D044D838380D434150DA1BFC0B981D41F085C9B4510D4341F0A7C6CBD8971D414C598658570D43414072F90FF5981D41C4FEB25B7D0D4341"
中熙香莎公馆,0.00000000000,0.00000000000,46.00000000000,沙井路与西茭塘路交汇处（麒麟山景大酒店东侧）,宝安区,沙井街道,"0106000020C3110000010000000103000000010000000F000000C05B2001E9471D419C779CCAC82E4341601058791A481D41684469FFC92E434140575BF146491D41FC3A701ECC2E4341B0C876FE534A1D41708104C5CE2E434150522720CF4A1D41A045B68BCA2E43410044FA2DE54A1D41BC490CCAC92E434110B5A6791F4A1D4120D26F2F8C2E4341808CB96B184A1D41845AD30C8A2E434140E8D9AC0C4A1D41F41FD29F872E434180E926F1004A1D4130FF215D862E434130F6975DE2491D4184C0CA79852E4341C03099AA17481D41CC10C7F2842E43414094F6C6E0471D4184C95481992E434110022B8789471D41C0A8A476C62E4341C05B2001E9471D419C779CCAC82E4341"
荔树人家,0.00000000000,0.00000000000,92.00000000000,福田区福强路5070号,福田区,沙头街道,"0106000020C3110000010000000103000000010000000A00000060643BDFB5B21E41A0D6346FEC03434180C9540121B21E416029CB68F1034341803F351EDAB11E41C0A8A4EEF803434180855AD3A2B11E4190ED7C470A044341004D84CDB9B11E41ACCFD50E1C044341A0703DCAD8B11E41ACD85FAE21044341B08BDBE87FB21E4108CE199122044341E061A19611B31E419031770D20044341A001BCC56DB31E411C2FDDFC1C04434160643BDFB5B21E41A0D6346FEC034341"
登高村,0.00000000000,70.00000000000,0.00000000000,东门中路,罗湖区,东门街道,"0106000020C31100000100000001030000000100000016000000A01A2F9D78431F4188D2DE002C094341A0923AC122431F4114F2410730094341E0BE0EDCE0431F41C03099625D094341B01C5AE420441F41F01648485A09434100C364AAE6431F41EC0434314B094341B059F5B944441F41A0CDAA9744094341A0559F6B2D441F413411361C3E09434160423EA824441F41746891953C0943416017B7D111441F41BC490C9A36094341E03D79180A441F41D409682A32094341B08251090A441F41E8AE25243209434110D7A3F009441F41FC87F41B32094341D044D8F009441F41808CB91332094341B0E1E99509441F41FC1873DF3109434120F46CD6FA431F41ECC039432D09434180C0CAE1F8431F413C0AD7EB2C094341A0B437B8F3431F41B02E6E632A094341A0B437780F441F41E81DA7F02809434150BF7DDDF3431F41EC73B56516094341D0A1457698431F417858A84D18094341B069DEB1AB431F41FCCBEEC929094341A01A2F9D78431F4188D2DE002C094341"
荔香坊,0.00000000000,93.00000000000,77.00000000000,福田区荔香街与同心路交汇处东南侧,福田区,华强北街道,"0106000020C31100000100000001030000000100000010000000D034EFB82A211F418026C2365C074341C0A8A4CE56211F41D044D81070074341500C022B60211F418C28ED2570074341F0D24DA260211F418C1F636E70074341004D848D80211F4100BC05AA70074341401CEB228B211F41A03C2CB470074341F06C563DCC211F4114143F8E70074341E05F760FDF211F41847CD09370074341C05B2081E0211F4144696FB85007434190DD93C7E0211F41FC65F7A44A074341108C4A2AE1211F41283108244207434190E4F2DF93201F41D019512A41074341D0E76A2B8F201F411895D4E15B07434180855A138E201F41FC65F7245C0743413011367CAB201F41A8A44E285C074341D034EFB82A211F418026C2365C074341"
蓝色海云居,0.00000000000,0.00000000000,109.00000000000,福田区石厦北一街7号,福田区,福保街道,"0106000020C3110000010000000103000000010000000600000000CCEE49ECCE1E41C4FEB29331044341B0946508A1CF1E4160A1D6343204434190D2DE209DCF1E41BCE3141511044341809ECD6AE7CE1E41186A4D2B10044341201FF4ACE9CE1E41244A7B731704434100CCEE49ECCE1E41C4FEB29331044341"
文和园,0.00000000000,0.00000000000,45.00000000000,盐田区官下路2号,盐田区,沙头角街道,"0106000020C3110000010000000103000000010000000600000000098A1F4AF51F415C8FC23D3A09434120A0897048F51F41FC1873B731094341008195C3E3F41F41280F0B1D2B09434190ED7C7F82F41F41D0B359452A0943418061325597F41F4188A757223909434100098A1F4AF51F415C8FC23D3A094341"
侨社大院,0.00000000000,55.00000000000,0.00000000000,罗湖区和平路1019号,罗湖区,南湖街道,"0106000020C31100000100000001030000000100000024000000B0A67947FA361F419487850A74044341009A08DBDC361F41489D80A6730443412053052360361F41EC51B8AE71044341A001BCC570361F41B840823A63044341303333F381361F41DCD7817B5604434100AAF192EF361F4134C4B1E657044341C0FC87F4FB361F41D8F0F47A4E04434160F5B99AFF361F4114F241CF4B044341803F355E04371F41AC3E575B47044341E0B5843C07371F41C039238A44044341A0C64B3703371F41840D4F4F44044341B082518904371F4198218EED400443411061C393FD361F41E43FA4D73D044341904AEA84E4361F41989999C13C044341104625F5D2361F41E4F21F5A3D044341E068006FA7361F41F8C2648240044341A001BC8589361F41F4285C6743044341D012F24120361F41E07A146E4C0443416039B4880F361F4144FAEDE34D0443415040136159351F411C9E5E615E044341007F6A3C52351F41D8A3707D6A0443411093A9824F351F41708A8E147604434190B0E1295F351F41F8C2648A7604434150158CCA52351F41FCD478D192044341402CD49A51351F41643BDF5797044341308941E05D351F41E8B7AF83970443410088F4DBD6351F419899996199044341F0E2369A30361F417424976F9B044341206C78FA37361F417CF2B0889704434150840D8F4B361F414CF38E7B8D044341C0FC873401371F41A0ABAD789104434170226CB817371F41240681ED910443418016D98E25371F4138234A8B7F04434120B9FC8722371F411C5A64DB7E044341E03D79982A371F41E4A59B1C75044341B0A67947FA361F419487850A74044341"
置地逸轩,0.00000000000,0.00000000000,131.00000000000,罗湖区南湖路2007号,罗湖区,南湖街道,"0106000020C31100000100000001030000000100000008000000D022DBB9C93F1F414082E23747064341204A7BC3553E1F41D0915CCE330643413080B7C0183E1F41C854C19059064341C08D06B0053F1F41F897DD6B5F06434100B37B32823F1F410CBE301964064341100BB5E6863F1F41ACCFD56E61064341E06800AFA13F1F41CC10C79255064341D022DBB9C93F1F414082E23747064341"
瑞达苑,0.00000000000,0.00000000000,77.00000000000,福田区景田路2号,福田区,莲花街道,"0106000020C31100000100000001030000000100000007000000109C33E2CFC41E4104560E1DD5074341D0DEE0CBB1C51E41B025E49BD5074341A0081B1EB9C51E411848508CBB074341303333F300C51E41907EFBF2BA07434150B81EC5D5C41E41CC10C75ABF07434110BE30D9CBC41E4100917EF3C2074341109C33E2CFC41E4104560E1DD5074341"
景山花园一期,0.00000000000,31.00000000000,0.00000000000,宝安区福永街道塘尾社区大洋路55号,宝安区,福海街道,"0106000020C3110000010000000103000000010000000800000070711BCD825D1D411483C02A2D284341B0847C901C5F1D411873D7A24A284341607FD9BD595F1D410881956B4028434180F4DBD74B5F1D4130DD24763E28434130BB270F445F1D4118B7D1F03D284341807AA52C3B5F1D41287E8C913D284341F0263108AC5D1D411CC05B802328434170711BCD825D1D411483C02A2D284341"
荔湖花苑,0.00000000000,0.00000000000,101.00000000000,福田区红荔路1068号,福田区,园岭街道,"0106000020C31100000100000001030000000100000009000000A033A2B4531C1F41100BB51EF908434190635D1C3E1D1F411C7C615AFA084341F051B85E4C1D1F41986E12A3E7084341F02631C8501C1F417CF2B0D0E608434180A52C03511C1F41E0E99542E8084341B015FB4B4B1C1F41441CEB4AE808434150C8073D4A1C1F411C9E5E39EA084341C098BB56511C1F41E4839E4DEA084341A033A2B4531C1F41100BB51EF9084341"
金色家园三期,0.00000000000,0.00000000000,99.00000000000,福田区莲花路2018号,福田区,莲花街道,"0106000020C3110000010000000103000000010000000900000050D1919C34C41E41D8C56D64250A434190ED7CFF0CC51E41C0EC9EB4F30943416007CE5990C41E419465885BF40943415005A31267C41E41D8ACFAA4F7094341703480B7DFC31E41EC51B89EF8094341B09DEFA7B4C31E41948785FA180A434150C8073DB9C31E41049A089B190A4341802F4CA6C2C31E41F05A42E61C0A434150D1919C34C41E41D8C56D64250A4341"
松茂御龙湾雅苑一期,0.00000000000,0.00000000000,85.00000000000,深圳宝安碧海片区银田路与宝怡路交汇处,宝安区,西乡街道,"0106000020C31100000100000001030000000100000005000000E0D7817324901D41D4096822330E434150BF7D5DAD911D41744694D6670E4341305C8FC230931D410C022B4F3F0E434100819583AB911D41141DC9D5080E4341E0D7817324901D41D4096822330E4341"
布心阳光明居,0.00000000000,0.00000000000,75.00000000000,罗湖区金稻田路1048号,罗湖区,东晓街道,"0106000020C31100000100000001030000000100000007000000B082518950521F4158A835FD5510434190B20CF12A551F410C46258D57104341E0141DC935551F41D409681A08104341B0FA5C6D1A551F41504013410410434130211F34AA541F41A835CD0304104341F0F44AD98C541F41BC52966905104341B082518950521F4158A835FD55104341"
御豪苑,0.00000000000,0.00000000000,39.00000000000,龙岗区龙岗路与鹏达路交汇处西北侧,龙岗区,龙岗街道,"0106000020C31100000100000001030000000100000007000000385EBAC932172041DCB58454D22D4341D8F97E0AC217204100917EF3DD2D434140FAED2BCC1720411CA7E838D92D4341D8C56D14CE1720412063EED2D72D43413892CBDF2B18204128CB10BF9D2D4341B00C710C94172041E8AE25848E2D4341385EBAC932172041DCB58454D22D4341"
雕塑家园,0.00000000000,0.00000000000,94.00000000000,福田区中康路2号,福田区,梅林街道,"0106000020C31100000100000001030000000100000006000000F0285CCF67DD1E41ACD85F0E0C0C4341F0B0506BD5DD1E41D8C56DC4E90B43419031776DDDDB1E4140575BA1D70B4341F0C9C342B4DB1E413C014D4C000C4341A0BB96D099DC1E4144FAED4B010C4341F0285CCF67DD1E41ACD85F0E0C0C4341"
金宝城大厦,0.00000000000,0.00000000000,97.00000000000,福田区南园路与华发南路交汇处东南侧,福田区,南园街道,"0106000020C31100000100000001030000000100000008000000A0C64BB7020C1F41088A1F436F06434180AEB6A2670C1F4168B3EAA36F064341D012F2C1710C1F417CF2B0D04706434120166ACD830C1F41508D97BE3306434100780B24000C1F416419E24833064341D034EFB8F90B1F4194438BCC61064341205A643BF20B1F410881950369064341A0C64BB7020C1F41088A1F436F064341"
瑞林苑,0.00000000000,48.00000000000,0.00000000000,盐田区海山路46号,盐田区,海山街道,"0106000020C3110000010000000103000000010000000700000080F2B090F1FA1F41D8ACFAF42A0B43419041606583FB1F41782D21C7120B43412051DADBBBFA1F41ACFA5C4D000B4341D066D5279CFA1F41DC1B7C29010B4341D088D2DE28FA1F41FC65F7C4F40A4341501E166AA5F91F41A8F1D2DD060B434180F2B090F1FA1F41D8ACFAF42A0B4341"
罗湖大厦,0.00000000000,0.00000000000,96.00000000000,罗湖区建设路1070号,罗湖区,南湖街道,"0106000020C3110000010000000103000000010000000500000030431C6BA1381F41686FF0E51B064341F0482E3FF03A1F412CB29D2727064341009A08DBF53A1F41FC65F74417064341F075E05CB7381F416844699F0B06434130431C6BA1381F41686FF0E51B064341"
万丰园,0.00000000000,79.00000000000,0.00000000000,南山区工业七路与爱榕路交汇处西南侧,南山区,蛇口街道,"0106000020C3110000010000000103000000010000000C000000B0F3FD948B0A1E41F0D24D22FCFC4241C0FEB23B870A1E4184E2C768F9FC4241706FF045870A1E413C70CE68F9FC424110363C3D730A1E4120166ABDECFC4241E0361A40270A1E4168B3EA93ECFC4241007F6AFC94091E416C4DF306EEFC4241802F4C267E091E411483C07208FD4241106A4DF375091E41840D4FEF11FD4241C0EC9EBC73091E41F831E67E14FD4241B08251C9960A1E4190ED7C7714FD42411048507C970A1E4154E3A5C309FD4241B0F3FD948B0A1E41F0D24D22FCFC4241"
中信安华综合商住楼,0.00000000000,45.00000000000,0.00000000000,宝安区新安街道办与新安四路交汇处南侧,宝安区,新安街道,"0106000020C3110000010000000103000000010000000A00000040477239E2D71D41E43FA4D7BD0F43412063EE9A48D81D41C4FEB263C90F434180855A134BD81D41D4BCE37CC90F434150EC2FFB16D91D412CD49A56AE0F4341506210D8B4D81D41D46F5FFFA20F4341B09465889FD81D41C898BBB6A50F434130F8C224A1D81D41E88C28FDA60F4341D0A3703D82D81D41C4D32BF5AA0F4341308941A07BD81D41AC60544AAA0F434140477239E2D71D41E43FA4D7BD0F4341"
集福居,0.00000000000,90.00000000000,100.00000000000,福田区红荔西路,福田区,华富街道,"0106000020C3110000010000000103000000010000000A000000F00DBEB0D8EC1E4104C58F016E0843416007CED9B8EC1E41E0718A1E5F084341B0D85F361EEC1E4108CE19D95F084341D012F2C115EC1E418C4AEAEC6B0843417046943615EC1E418026C2AE6F0843414092CBFF47EC1E41FC65F7E471084341207C61F252EC1E41F05A42FE7808434160A1D6345EEC1E412CA913009808434110E9B72FD4EC1E41341136F497084341F00DBEB0D8EC1E4104C58F016E084341"
集华花园,0.00000000000,0.00000000000,75.00000000000,福田区金田路2010号,福田区,福田街道,"0106000020C3110000010000000103000000010000000900000050401321F0E41E41B09465E0FC03434190218E35FAE41E41701B0D20E603434160666626B7E31E41D8C56DA4E4034341805AD3BC9DE31E4140575B69F4034341E0AE25A497E31E4108CE1971F4034341106822AC93E31E41780B2430F60343419006F01699E31E41808CB94BF70343416017B71193E31E41C07D1D08FB03434150401321F0E41E41B09465E0FC034341"
雅云轩,0.00000000000,0.00000000000,92.00000000000,福田区石厦北三街4号,福田区,福保街道,"0106000020C31100000100000001030000000100000007000000404ED1D14DD41E41EC2FBBB7BD03434130EF38C593D41E41AC60545ABF0343415027A0C9D0D41E41F0A7C623BF034341608FC27502D51E416844691FB903434160D3BC2309D51E417C36ABB6A7034341F0EBC0F95FD41E417C3F354EA6034341404ED1D14DD41E41EC2FBBB7BD034341"
绿色盐港家园,0.00000000000,0.00000000000,50.00000000000,盐田区永安路与明珠大道交汇处东侧,盐田区,盐田街道,"0106000020C3110000010000000103000000010000000E000000187C61B270072041E4141D21E3114341D05D4B088E07204198999959EB114341184850DCB6072041E4F21FD2E1114341984C15ACEF07204184C0CA39D7114341809ECDEA180820412085EB51CE114341A011A57D18082041FC3A700EC5114341608FC2F5BA072041905CFE2BAD114341F0EBC039A80720419C559F0BAA11434138B4C8166F072041384547DAAF114341401CEBA26D072041FCD478A9B91143413870CE6869072041907EFB22C41143415005A39264072041C8E53F84D4114341408B6CA7690720418026C286D8114341187C61B270072041E4141D21E3114341"
"合泰御景翠峰(商品住房)",0.00000000000,0.00000000000,70.00000000000,沙头角梧桐山隧道口,盐田区,沙头角街道,"0106000020C31100000100000001030000000100000009000000A011A5BD2BDF1F41D000DE42B50943413089412005DE1F41D0915C6EDE09434140AD695EE2DE1F41BC7493E8060A4341B03E579B70DF1F4150B81E0D060A434170226C38C5E01F41742497FF030A4341704DF30E64E01F4144FAED33E8094341F09E3C2CC6DF1F411C7C61E2CA09434130FF21FD6FDF1F4138234A43BF094341A011A5BD2BDF1F41D000DE42B5094341"
飞扬时代大厦,0.00000000000,0.00000000000,118.00000000000,福田区华发南路与深南中路交汇处东南侧,福田区,南园街道,"0106000020C31100000100000001030000000100000005000000F075E09CBF0B1F41F48E533CD506434170BE9F9ABB0C1F418C06F0B6D4064341E04F8DD7D00C1F4190317745A806434110F2410FDB0B1F4100000040A7064341F075E09CBF0B1F41F48E533CD5064341"
莲塘D小区,0.00000000000,63.00000000000,0.00000000000,罗湖区国威路152号,罗湖区,莲塘街道,"0106000020C31100000100000001030000000100000009000000607FD9BDF58A1F41E461A1D6220C4341607FD93DEC8A1F4138F8C22C3A0C434100C58F31228C1F41107A36D33A0C4341F0065FD8218C1F41C05B2071620C4341A001BCC52C8D1F41A01A2F35630C4341A0E61D274B8E1F414C598680630C43418038D6C5538E1F4190A0F859240C434190ED7CFF368D1F414C6210C8230C4341607FD9BDF58A1F41E461A1D6220C4341"
"天健花园二期(龙岗)",0.00000000000,36.00000000000,0.00000000000,龙岗区建设路21号,龙岗区,龙城街道,"0106000020C31100000100000001030000000100000006000000C810C71A9B03204120166A15892F43417893186404052041C464AA80852F4341208E75310C0520415839B480602F4341E0B5849CFC042041441CEBB2592F4341081B9EDEAC03204134A2B4B7572F4341C810C71A9B03204120166A15892F4341"
集建国际名园,0.00000000000,0.00000000000,113.00000000000,罗湖区江背路20号,罗湖区,南湖街道,"0106000020C31100000100000001030000000100000009000000209E5EE93A421F417CA52C8BA7064341608FC23588421F416CC5FE4AB1064341904160650A431F41C4FEB2CBA4064341B0ADD8DF73431F41285C8FBA970643419028ED4D2B431F41D000DEA291064341B07BF270B3421F41905CFEB38706434130AB3ED778421F41701B0D70920643413087165932421F41E8D9AC5A9F064341209E5EE93A421F417CA52C8BA7064341"
泰华大厦,0.00000000000,0.00000000000,53.00000000000,宝安区新安街道前进一路265号,宝安区,新安街道,"0106000020C31100000100000001030000000100000007000000C0270FCBF8DA1D41DCF97EDA340E434190ED7C3FAFDB1D41A089B0511C0E434180734614A3DB1D41547424E71A0E4341D054C12870DB1D4104560EFD140E434180D0B3190EDB1D41C876BE97090E434130B29DAF57DA1D4198BB9620220E4341C0270FCBF8DA1D41DCF97EDA340E4341"
国泰豪园,0.00000000000,0.00000000000,100.00000000000,福田区景田南路2号,福田区,莲花街道,"0106000020C3110000010000000103000000010000000A00000030ED0DFEEEC51E411C5A6423D6074341505227600CC71E4134A2B497D6074341901804160DC71E418C28ED55C007434150302AE9E3C61E41D022DB19BB07434160BA498CE7C51E414C621090BA074341C020B072E9C51E4154522728C0074341F0E236DADBC51E418CB96B51C0074341A02A1895DAC51E41A8C64B6FC207434110022B87EAC51E41F44A5956C307434130ED0DFEEEC51E411C5A6423D6074341"
碧涛苑多层,0.00000000000,95.00000000000,0.00000000000,南山区太子路10号,南山区,招商街道,"0106000020C3110000010000000103000000010000001400000030A2B4F724F21D41DC2406593BFA424120F46C96DCF11D4130E6AEFD15FA424160A8350D6AF11D416410589917FA424150AF942525F11D4140E8D95CCEF94241F075E0DC3CF11D4144B6F3FDCBF94241409B55DFEDF11D41109C33AAC8F9424190F6061F1DF21D410868224CC4F94241507DAEF632F21D41905CFE03BEF942414072F94F3CF21D41A857CA02B6F94241E0D7817380F11D41708104BDB9F9424180AEB6A2D4F01D414C621050BFF9424160FE437A99F01D41A813D094C1F94241F075E09C22F11D41F853E35D18FA42411083C00A56F11D4158A8358D3CFA42416007CED97EF11D417CF2B04059FA4241D04D621025F21D410000005887FA42414025754248F21D41506B9A5F8AFA424160F5B9DA6FF21D417C36ABD689FA4241F063CC1DBAF21D41A01A2F5D85FA424130A2B4F724F21D41DC2406593BFA4241"
